   Pwr.(w),TFR (mg/min),O2-Lo (cc/m),Temp(C),Pres.(torr),Space(mils),Total He Carrier (sccm),k value
820.0,4600.0,298.0,340.0,7.7,380.0,1150.0,3.117022069598435
940.0,4800.0,208.0,380.0,5.2,380.0,475.0,3.7329312741288323
580.0,5100.0,83.0,360.0,9.7,380.0,1175.0,2.9394204594928537
420.0,5300.0,73.0,380.0,8.2,380.0,1400.0,3.0187844403695454
680.0,900.0,153.0,280.0,9.7,380.0,975.0,2.8303776295461542
690.0,3500.0,198.0,380.0,7.7,380.0,1150.0,3.77050472124874
590.0,4100.0,43.0,360.0,7.7,380.0,1400.0,2.915147790330673
820.0,900.0,123.0,300.0,10.2,380.0,875.0,3.187000714985471
980.0,1200.0,153.0,380.0,4.7,380.0,1150.0,3.629241589616274
440.0,1400.0,198.0,320.0,8.7,380.0,550.0,3.290233059072534
1020.0,3400.0,88.0,340.0,8.2,380.0,1450.0,3.788296153254627
410.0,1600.0,178.0,320.0,6.7,380.0,800.0,3.267084608975778
810.0,3200.0,18.0,320.0,10.2,380.0,1225.0,3.427822897238893
940.0,1100.0,73.0,320.0,8.7,380.0,675.0,3.1574637380070016
610.0,5100.0,13.0,340.0,9.7,380.0,1475.0,3.2960629426118295
910.0,1100.0,173.0,340.0,9.7,380.0,850.0,3.159773506979564
840.0,1100.0,33.0,380.0,5.2,380.0,525.0,3.8381829088124206
560.0,2200.0,78.0,360.0,8.7,380.0,775.0,2.9184858117124874
850.0,3200.0,38.0,360.0,9.2,380.0,1075.0,3.193746186392648
1040.0,4500.0,258.0,380.0,5.7,380.0,1150.0,3.294023904648309
540.0,600.0,43.0,380.0,5.7,380.0,1325.0,3.4490935133572935
1020.0,5200.0,353.0,340.0,7.7,380.0,650.0,3.3451521491714717
200.0,1100.0,123.0,380.0,6.7,380.0,1175.0,3.2448380285062868
390.0,3500.0,183.0,380.0,5.2,380.0,725.0,3.7877473463717735
440.0,1300.0,78.0,360.0,9.7,380.0,625.0,3.595878890183157
520.0,1000.0,68.0,320.0,8.2,380.0,1300.0,3.015189326541461
710.0,3000.0,88.0,360.0,8.2,380.0,675.0,3.323409093771579
740.0,4400.0,388.0,380.0,5.7,380.0,825.0,3.389527243846968
650.0,1100.0,223.0,300.0,6.7,380.0,575.0,3.4079153029638825
670.0,1300.0,38.0,280.0,8.2,380.0,800.0,3.2646269045009975
610.0,3400.0,23.0,360.0,9.2,380.0,1450.0,3.433186478998999
890.0,1600.0,173.0,320.0,9.7,380.0,1125.0,3.38035153843303
590.0,2000.0,218.0,380.0,7.7,380.0,825.0,2.862526821383332
1040.0,4600.0,328.0,300.0,10.2,380.0,1025.0,3.1397649693483713
890.0,3500.0,268.0,320.0,8.7,380.0,1175.0,3.746044253309628
900.0,5000.0,93.0,380.0,6.7,380.0,1025.0,3.475586330862928
930.0,3500.0,158.0,380.0,5.7,380.0,850.0,3.2242177649634245
990.0,4600.0,298.0,380.0,7.7,380.0,1000.0,3.8216323911644885
1020.0,5000.0,113.0,360.0,9.2,380.0,1300.0,3.2495675118523115
270.0,1100.0,38.0,380.0,10.2,380.0,975.0,3.307041776109699
860.0,3700.0,68.0,340.0,10.2,380.0,1175.0,3.437292999030702
660.0,1600.0,148.0,360.0,8.2,380.0,475.0,3.23386196258488
700.0,5300.0,158.0,380.0,5.2,380.0,550.0,3.552181681720365
740.0,4000.0,33.0,380.0,5.7,380.0,900.0,3.584857817386698
690.0,5400.0,38.0,380.0,10.2,380.0,1000.0,3.7048518426201316
1010.0,4500.0,368.0,360.0,10.2,380.0,1075.0,3.095771260955437
1040.0,5100.0,98.0,340.0,8.2,380.0,1025.0,3.253361778241093
530.0,1500.0,13.0,280.0,9.2,380.0,1250.0,3.505145125873461
250.0,3000.0,8.0,380.0,7.7,380.0,1175.0,3.0304109706972726
870.0,4200.0,123.0,360.0,7.7,380.0,1050.0,3.341832453730621
640.0,4800.0,33.0,380.0,7.2,380.0,1475.0,3.7246612819987175
470.0,2400.0,83.0,380.0,8.2,380.0,1400.0,2.8610551559423176
260.0,4600.0,43.0,360.0,8.2,380.0,1100.0,3.6769454430046604
1020.0,4600.0,333.0,340.0,10.2,380.0,575.0,2.7242506767148624
400.0,5400.0,28.0,340.0,7.7,380.0,1375.0,3.733208251924102
660.0,2500.0,193.0,360.0,9.7,380.0,1400.0,3.0510482155167606
360.0,4700.0,88.0,380.0,7.7,380.0,1400.0,3.740037791970751
1020.0,5300.0,273.0,320.0,9.2,380.0,825.0,3.0210455149657167
780.0,5100.0,53.0,380.0,9.7,380.0,1225.0,2.937884516558861
730.0,3100.0,128.0,380.0,5.2,380.0,1175.0,3.2453567802544887
1000.0,4700.0,353.0,360.0,8.2,380.0,1025.0,3.5267331843325205
990.0,900.0,63.0,380.0,5.2,380.0,1125.0,4.132341537619847
780.0,3400.0,183.0,360.0,7.7,380.0,1300.0,3.2493777039183396
420.0,1200.0,38.0,320.0,9.7,380.0,1100.0,3.720037042298975
900.0,4300.0,78.0,380.0,4.7,380.0,1450.0,3.9120503149870194
680.0,5000.0,33.0,340.0,8.2,380.0,1400.0,3.593860785303255
700.0,4200.0,248.0,380.0,5.2,380.0,1200.0,3.70389033838702
1000.0,5400.0,288.0,360.0,8.2,380.0,1175.0,2.8282687260565247
690.0,1500.0,23.0,320.0,8.7,380.0,575.0,3.632192029813151
740.0,4600.0,358.0,380.0,6.2,380.0,575.0,3.3201100034246487
910.0,4800.0,293.0,360.0,10.2,380.0,950.0,3.4469203595034554
800.0,4800.0,103.0,320.0,9.7,380.0,1200.0,2.705108214962072
890.0,4200.0,183.0,380.0,5.2,380.0,500.0,3.090777971707734
610.0,800.0,78.0,280.0,10.2,380.0,800.0,3.077043644238245
590.0,4500.0,253.0,380.0,5.2,380.0,500.0,3.235929491475661
1000.0,5100.0,273.0,360.0,10.2,380.0,1250.0,3.033469100739363
910.0,4200.0,193.0,340.0,8.2,380.0,1175.0,2.9049669042951463
1020.0,4800.0,243.0,340.0,8.2,380.0,725.0,3.700614777623467
850.0,1400.0,178.0,300.0,8.7,380.0,625.0,2.8148587963099176
880.0,4200.0,148.0,340.0,8.2,380.0,1025.0,3.3416207478965805
620.0,3300.0,58.0,380.0,4.7,380.0,1225.0,3.7948036023749774
840.0,4100.0,13.0,380.0,10.2,380.0,1200.0,3.281068769505719
390.0,3900.0,43.0,380.0,5.2,380.0,1100.0,3.670890643151634
870.0,3800.0,83.0,380.0,4.7,380.0,725.0,3.215358954387031
1020.0,4100.0,338.0,340.0,8.7,380.0,975.0,2.966579813934578
650.0,1000.0,213.0,300.0,8.7,380.0,875.0,3.199110128463182
390.0,1200.0,328.0,380.0,5.7,380.0,750.0,3.3948363737694125
660.0,2900.0,53.0,360.0,8.2,380.0,1300.0,3.7092854570421023
620.0,3200.0,13.0,380.0,9.7,380.0,600.0,3.138227970062007
890.0,1100.0,108.0,340.0,9.7,380.0,625.0,3.759173532575309
790.0,3400.0,203.0,340.0,7.7,380.0,1200.0,3.1273117863618913
260.0,4400.0,43.0,380.0,8.7,380.0,1000.0,3.287731851292885
930.0,4500.0,438.0,300.0,10.2,380.0,925.0,3.3425396046604985
960.0,1200.0,373.0,320.0,8.7,380.0,825.0,3.34085397943716
540.0,1200.0,38.0,320.0,9.2,380.0,700.0,3.019571562766091
910.0,4500.0,38.0,380.0,5.2,380.0,600.0,3.9431713458118995
970.0,900.0,228.0,320.0,9.2,380.0,950.0,3.354602077689246
900.0,4700.0,273.0,340.0,8.7,380.0,1150.0,3.511960473015817
380.0,1500.0,118.0,380.0,5.7,380.0,875.0,3.626631693789104
910.0,3600.0,38.0,320.0,8.7,380.0,1175.0,3.480015943470378
800.0,1500.0,158.0,360.0,10.2,380.0,950.0,3.738552075970725
1020.0,4300.0,113.0,320.0,8.2,380.0,1450.0,3.5669480744108255
820.0,5200.0,38.0,380.0,8.2,380.0,1025.0,2.925981840411626
840.0,3900.0,23.0,340.0,7.7,380.0,1300.0,3.5496033311235275
900.0,3800.0,238.0,380.0,5.7,380.0,775.0,3.8260762752675888
980.0,700.0,68.0,300.0,10.2,380.0,500.0,3.382659586775649
970.0,4900.0,378.0,320.0,8.7,380.0,1100.0,2.9608965866745223
990.0,4700.0,38.0,320.0,9.2,380.0,1200.0,2.931240515499286
520.0,1300.0,163.0,300.0,8.7,380.0,950.0,2.92009756162599
800.0,3300.0,173.0,380.0,4.7,380.0,600.0,3.303165302199463
870.0,4200.0,273.0,340.0,8.2,380.0,1200.0,2.938446639233568
710.0,4700.0,278.0,380.0,6.7,380.0,500.0,3.090624080415964
900.0,3300.0,303.0,380.0,5.2,380.0,500.0,3.604086895117688
870.0,4200.0,193.0,380.0,6.7,380.0,750.0,3.2640989507349056
850.0,1000.0,193.0,280.0,9.2,380.0,875.0,3.433846504259686
460.0,1200.0,108.0,320.0,7.7,380.0,475.0,2.8997322825179173
390.0,1800.0,138.0,380.0,8.7,380.0,750.0,3.0955608627588713
1040.0,4900.0,228.0,320.0,8.2,380.0,1025.0,3.5632980946596775
440.0,3900.0,153.0,380.0,6.2,380.0,850.0,3.69550845656751
600.0,4700.0,18.0,380.0,8.2,380.0,725.0,3.464042294977698
620.0,900.0,243.0,280.0,6.7,380.0,475.0,3.6343602886175885
600.0,3800.0,183.0,380.0,7.7,380.0,525.0,3.3341276708335554
880.0,3100.0,13.0,380.0,9.2,380.0,1325.0,3.313103973114947
610.0,3500.0,38.0,340.0,9.2,380.0,1075.0,3.1081513284746345
980.0,5300.0,298.0,380.0,5.2,380.0,1100.0,3.444492542072372
710.0,4300.0,73.0,380.0,5.2,380.0,500.0,3.701596159259934
440.0,3500.0,28.0,380.0,10.2,380.0,650.0,3.7373465681987112
1040.0,5400.0,228.0,360.0,8.2,380.0,875.0,3.704710970960507
710.0,2000.0,43.0,320.0,8.7,380.0,1400.0,3.15313060302638
850.0,3600.0,13.0,320.0,9.2,380.0,1175.0,2.905691063208042
930.0,5000.0,343.0,320.0,9.7,380.0,900.0,2.9934367550073233
480.0,4900.0,178.0,380.0,5.7,380.0,525.0,3.7454057414040216
710.0,4900.0,303.0,380.0,6.7,380.0,950.0,3.657842341043739
970.0,4400.0,68.0,380.0,4.7,380.0,1325.0,3.633709819057961
960.0,4800.0,238.0,380.0,6.7,380.0,1075.0,3.393136493236413
860.0,3000.0,178.0,380.0,4.7,380.0,525.0,3.465382268279398
910.0,4900.0,43.0,380.0,4.7,380.0,475.0,3.731870314714662
340.0,4900.0,33.0,380.0,9.2,380.0,1425.0,3.4279909217065203
270.0,4900.0,28.0,380.0,10.2,380.0,1150.0,2.912322639669373
450.0,2900.0,48.0,360.0,8.7,380.0,1175.0,3.3681324774343726
790.0,2900.0,198.0,380.0,5.2,380.0,925.0,3.6779119225737924
410.0,1500.0,38.0,300.0,10.2,380.0,1425.0,2.9060411922494507
840.0,3500.0,313.0,380.0,5.2,380.0,575.0,3.370521535799463
750.0,4300.0,98.0,380.0,4.7,380.0,700.0,3.652511200113558
900.0,3900.0,378.0,380.0,7.7,380.0,1125.0,3.07480125224329
400.0,1400.0,143.0,360.0,9.2,380.0,475.0,3.4118251697089894
440.0,1200.0,48.0,320.0,8.7,380.0,700.0,2.8278052244602465
560.0,5200.0,13.0,360.0,9.7,380.0,1450.0,3.5196684777240543
790.0,4200.0,73.0,360.0,8.7,380.0,1325.0,3.634431405135487
410.0,4900.0,13.0,320.0,10.2,380.0,1200.0,2.829417468142329
580.0,2400.0,118.0,340.0,10.2,380.0,1400.0,2.8285552347729426
1030.0,4900.0,263.0,360.0,10.2,380.0,850.0,2.905903358920454
990.0,800.0,283.0,280.0,10.2,380.0,875.0,3.389350179141287
990.0,3900.0,448.0,380.0,5.2,380.0,900.0,3.216910417192353
960.0,4700.0,418.0,320.0,8.7,380.0,925.0,3.428487699550935
860.0,3500.0,118.0,320.0,7.7,380.0,1250.0,3.571409916762643
1000.0,4600.0,298.0,380.0,6.2,380.0,525.0,3.1974839656280887
500.0,1600.0,58.0,320.0,7.7,380.0,575.0,3.2342836516652365
850.0,1000.0,113.0,320.0,8.7,380.0,800.0,3.1035587495686436
580.0,4000.0,13.0,380.0,9.2,380.0,900.0,3.4042869016720143
460.0,900.0,123.0,280.0,6.7,380.0,925.0,3.387229658076551
520.0,2600.0,53.0,380.0,7.7,380.0,1100.0,3.463646874691255
980.0,600.0,393.0,380.0,5.7,380.0,1300.0,3.6734903738654365
650.0,1200.0,38.0,280.0,6.7,380.0,575.0,2.8385138917018824
450.0,2000.0,43.0,380.0,9.7,380.0,1300.0,3.4683429774139456
750.0,3400.0,28.0,380.0,9.7,380.0,1325.0,3.48120956349841
1040.0,4600.0,443.0,360.0,8.2,380.0,1125.0,3.703301290299474
480.0,3600.0,28.0,360.0,8.2,380.0,1350.0,3.2953025840661248
740.0,2400.0,38.0,340.0,7.7,380.0,1425.0,3.4163808254657777
640.0,1400.0,33.0,300.0,10.2,380.0,1225.0,3.71489006010915
520.0,3600.0,48.0,380.0,6.7,380.0,750.0,3.743890897081757
940.0,4800.0,108.0,340.0,8.2,380.0,1450.0,3.4726655907889405
630.0,4500.0,38.0,380.0,6.2,380.0,650.0,3.7842209706268015
850.0,4800.0,183.0,380.0,6.7,380.0,725.0,3.6166778594401947
950.0,4400.0,448.0,360.0,9.7,380.0,1050.0,3.0572889230565186
430.0,1000.0,78.0,280.0,10.2,380.0,1300.0,2.800062852176142
540.0,900.0,173.0,280.0,9.7,380.0,1325.0,3.575231245000306
900.0,4000.0,188.0,340.0,8.2,380.0,1475.0,3.4316518833361034
390.0,4000.0,223.0,380.0,6.7,380.0,475.0,3.4422792208246222
630.0,3100.0,113.0,380.0,7.7,380.0,1400.0,3.0670586910123387
870.0,4400.0,113.0,380.0,5.2,380.0,725.0,3.608838762565198
620.0,1200.0,233.0,380.0,6.7,380.0,825.0,3.841693736281515
750.0,4800.0,13.0,380.0,4.7,380.0,725.0,3.8204535676240425
700.0,2400.0,123.0,340.0,7.7,380.0,1450.0,3.3237314980097055
530.0,5200.0,53.0,380.0,5.2,380.0,1425.0,3.7577563421705573
400.0,1400.0,13.0,300.0,10.2,380.0,775.0,3.62127310521687
740.0,4800.0,113.0,380.0,5.7,380.0,1275.0,3.7379208973052496
1000.0,5200.0,323.0,320.0,8.7,380.0,575.0,2.8284783643252625
810.0,5100.0,143.0,380.0,7.7,380.0,1450.0,3.68049667351025
200.0,4300.0,93.0,380.0,8.2,380.0,950.0,2.8260224911269685
680.0,4200.0,118.0,360.0,8.2,380.0,1200.0,3.240089907238328
920.0,4600.0,28.0,300.0,5.2,380.0,550.0,3.503346413673623
420.0,900.0,103.0,280.0,8.7,380.0,1300.0,3.487645215818606
900.0,1400.0,73.0,320.0,8.7,380.0,975.0,3.5990761450868898
760.0,2900.0,183.0,340.0,9.2,380.0,975.0,3.4429712379235635
880.0,4400.0,268.0,380.0,4.7,380.0,750.0,2.9324960334935257
1030.0,5300.0,263.0,300.0,9.7,380.0,1100.0,3.01076946086935
1020.0,5100.0,413.0,320.0,7.7,380.0,1050.0,3.598156189468934
520.0,4700.0,38.0,380.0,5.2,380.0,1425.0,3.6094060958968095
760.0,4700.0,408.0,380.0,5.2,380.0,1175.0,3.7993545988934803
410.0,3500.0,108.0,360.0,8.7,380.0,1225.0,3.6572541687898843
500.0,3500.0,163.0,360.0,8.7,380.0,1200.0,3.0322840673025535
830.0,4100.0,83.0,380.0,7.7,380.0,900.0,2.964484415214636
480.0,900.0,158.0,320.0,9.7,380.0,1200.0,3.439248803442631
840.0,1100.0,128.0,300.0,9.7,380.0,1275.0,2.987677293986915
960.0,1100.0,103.0,300.0,6.7,380.0,625.0,3.121823913738193
860.0,5000.0,313.0,380.0,6.7,380.0,800.0,3.6321899604943395
1040.0,4500.0,23.0,320.0,9.7,380.0,1225.0,2.8580233723283035
910.0,4400.0,78.0,360.0,9.7,380.0,1225.0,2.948998900487634
450.0,900.0,113.0,320.0,8.2,380.0,1125.0,3.0548703474931505
850.0,4300.0,258.0,380.0,6.2,380.0,775.0,3.166677459875982
270.0,3900.0,213.0,380.0,7.7,380.0,1000.0,3.203514789228196
940.0,5300.0,308.0,300.0,8.2,380.0,1225.0,3.4313889122367307
680.0,3800.0,33.0,380.0,4.7,380.0,1150.0,3.8589322324575845
710.0,3800.0,33.0,360.0,9.7,380.0,1250.0,2.7970563505348283
890.0,5200.0,113.0,320.0,10.2,380.0,1325.0,3.6561117883072507
630.0,5300.0,63.0,340.0,7.7,380.0,925.0,3.014206549198856
620.0,1400.0,58.0,300.0,6.7,380.0,600.0,3.118023516545962
970.0,4900.0,263.0,360.0,10.2,380.0,775.0,3.1691510739728295
920.0,3600.0,53.0,380.0,8.2,380.0,1350.0,3.245216991060362
520.0,1000.0,33.0,200.0,10.2,380.0,1250.0,3.39618381607014
560.0,1900.0,83.0,360.0,10.2,380.0,1350.0,3.6478616798261285
630.0,1000.0,128.0,380.0,5.2,380.0,1450.0,4.274874879084377
760.0,4600.0,43.0,360.0,8.2,380.0,975.0,3.3063849394860334
410.0,1500.0,103.0,320.0,8.2,380.0,725.0,3.057250427330735
610.0,1900.0,23.0,340.0,10.2,380.0,1400.0,3.4517907600743225
990.0,5100.0,43.0,360.0,10.2,380.0,1150.0,3.403421260181199
660.0,4000.0,113.0,380.0,7.7,380.0,1375.0,3.3796510097062447
540.0,4500.0,43.0,340.0,9.7,380.0,1125.0,3.1923250290025407
780.0,3800.0,418.0,380.0,5.7,380.0,850.0,2.8903151112875154
410.0,2000.0,58.0,380.0,8.7,380.0,525.0,3.319856553302306
330.0,1300.0,133.0,380.0,9.7,380.0,525.0,3.60917820014304
760.0,4400.0,123.0,380.0,5.7,380.0,1100.0,3.5235971197800153
340.0,5300.0,43.0,380.0,5.2,380.0,850.0,3.244385175300232
510.0,1200.0,73.0,380.0,6.7,380.0,750.0,3.533459517208626
750.0,3900.0,123.0,340.0,8.7,380.0,1225.0,3.678494223781132
380.0,2300.0,133.0,380.0,5.2,380.0,625.0,3.878093471674842
750.0,3100.0,13.0,240.0,10.2,380.0,1300.0,3.026198539384086
450.0,1300.0,78.0,300.0,6.7,380.0,825.0,3.524356181176659
200.0,3700.0,118.0,380.0,8.2,380.0,975.0,3.521550551438508
1030.0,800.0,273.0,320.0,9.2,380.0,475.0,3.5746613325380157
400.0,900.0,118.0,320.0,10.2,380.0,875.0,3.3665644576271943
850.0,4000.0,253.0,380.0,5.2,380.0,875.0,3.8830622785494997
660.0,1400.0,208.0,320.0,7.7,380.0,775.0,3.492821690421537
880.0,2200.0,148.0,320.0,8.2,380.0,775.0,2.9654801480954887
230.0,3300.0,88.0,380.0,8.2,380.0,1000.0,3.3503428927000396
560.0,1600.0,198.0,360.0,8.7,380.0,675.0,3.382161268217353
880.0,5000.0,173.0,380.0,5.7,380.0,700.0,3.5106262970175903
460.0,1900.0,178.0,380.0,7.7,380.0,550.0,3.7117258586613304
650.0,3800.0,33.0,300.0,8.2,380.0,1300.0,3.497391035181055
690.0,4600.0,128.0,380.0,6.7,380.0,650.0,3.369617375247797
1010.0,3400.0,388.0,380.0,5.2,380.0,675.0,3.4930854376806737
970.0,800.0,143.0,280.0,9.7,380.0,1000.0,3.1209929028335104
300.0,1000.0,153.0,320.0,9.2,380.0,1300.0,3.2618251652956656
820.0,1000.0,108.0,320.0,8.2,380.0,1425.0,3.8053292906437632
600.0,5000.0,298.0,380.0,6.7,380.0,1025.0,3.5254939593936774
550.0,1300.0,263.0,380.0,5.7,380.0,500.0,3.8999729083613395
890.0,4000.0,198.0,360.0,8.2,380.0,1150.0,3.401914314144352
660.0,3800.0,33.0,380.0,5.7,380.0,800.0,3.01241378359067
1010.0,5400.0,418.0,340.0,9.2,380.0,1075.0,3.1808187450083474
600.0,4900.0,38.0,360.0,8.7,380.0,1275.0,3.501521419271044
530.0,3400.0,28.0,360.0,8.2,380.0,500.0,2.9739228463901792
1030.0,5400.0,133.0,340.0,10.2,380.0,1125.0,3.461722102589884
990.0,1000.0,118.0,320.0,5.7,380.0,1225.0,3.087594497100049
1010.0,800.0,13.0,320.0,10.2,380.0,825.0,3.4496685175330906
900.0,1100.0,13.0,340.0,10.2,380.0,1350.0,3.7556243212718377
870.0,1000.0,328.0,380.0,5.2,380.0,1150.0,3.9141581525687497
440.0,1200.0,128.0,300.0,8.7,380.0,1225.0,2.961747456309992
410.0,1000.0,163.0,300.0,9.2,380.0,1225.0,3.5265639300832894
890.0,3500.0,58.0,380.0,5.7,380.0,625.0,3.7271374735491536
550.0,4000.0,48.0,340.0,10.2,380.0,1200.0,2.827167809029235
460.0,2100.0,63.0,380.0,7.7,380.0,550.0,3.1156646826626684
1020.0,4400.0,298.0,300.0,9.2,380.0,900.0,3.232188182324882
700.0,3100.0,48.0,380.0,5.7,380.0,1450.0,3.994340445906337
500.0,2500.0,173.0,380.0,7.7,380.0,500.0,2.8608762665451373
970.0,3900.0,428.0,340.0,7.7,380.0,1150.0,3.040340498862391
820.0,4500.0,63.0,340.0,8.2,380.0,1225.0,3.6973117773314677
450.0,3100.0,28.0,340.0,8.2,380.0,725.0,2.9504502315072845
950.0,5300.0,48.0,380.0,8.2,380.0,1225.0,3.125234644042285
750.0,3200.0,18.0,380.0,10.2,380.0,1225.0,3.8041707248938947
390.0,5300.0,28.0,380.0,7.7,380.0,1225.0,3.299936774912703
660.0,1100.0,88.0,380.0,5.2,380.0,1400.0,4.088268719090491
650.0,1000.0,233.0,280.0,8.2,380.0,675.0,3.0335166301861305
910.0,5400.0,123.0,320.0,7.7,380.0,875.0,3.0995824092365547
750.0,4800.0,48.0,340.0,9.2,380.0,1250.0,3.2598229547640445
970.0,5300.0,253.0,340.0,5.7,380.0,625.0,2.9168762910851584
550.0,2500.0,38.0,380.0,4.7,380.0,825.0,3.917923559107054
380.0,3900.0,43.0,360.0,9.7,380.0,1375.0,2.9453882538697136
530.0,3800.0,38.0,380.0,6.2,380.0,825.0,2.9256445317758506
210.0,4100.0,43.0,380.0,7.7,380.0,550.0,3.213651587737924
770.0,2600.0,28.0,380.0,5.2,380.0,500.0,3.5922074492730345
620.0,1500.0,198.0,280.0,10.2,380.0,1250.0,2.9649644777090214
730.0,900.0,13.0,200.0,10.2,380.0,1300.0,3.2338822944284065
690.0,4400.0,113.0,340.0,9.2,380.0,1425.0,3.517329764441709
1000.0,900.0,183.0,300.0,8.2,380.0,725.0,3.632628296855119
700.0,2800.0,48.0,340.0,8.2,380.0,1250.0,3.7316884213145136
990.0,800.0,28.0,300.0,9.2,380.0,525.0,3.2419497022207473
910.0,3500.0,313.0,380.0,5.2,380.0,1225.0,3.36703239948084
780.0,1000.0,58.0,300.0,10.2,380.0,750.0,2.8704347068083735
610.0,5100.0,28.0,380.0,10.2,380.0,650.0,3.168900861296986
810.0,4100.0,403.0,380.0,5.7,380.0,600.0,3.166522074845176
620.0,1300.0,223.0,380.0,9.7,380.0,575.0,3.5163184789309163
760.0,4700.0,403.0,380.0,5.2,380.0,725.0,3.757769587068025
810.0,3400.0,133.0,320.0,9.7,380.0,1450.0,3.0730821853058337
370.0,2100.0,13.0,380.0,7.7,380.0,675.0,3.1147302141923614
630.0,900.0,13.0,260.0,10.2,380.0,500.0,2.9298898841098806
980.0,700.0,138.0,380.0,5.7,380.0,1175.0,4.2402034194365825
690.0,3100.0,28.0,320.0,8.2,380.0,700.0,3.1778129885140065
880.0,4500.0,73.0,380.0,4.7,380.0,1375.0,3.4375019358150247
420.0,1600.0,28.0,380.0,7.7,380.0,1075.0,3.2108351180777177
850.0,900.0,88.0,280.0,8.7,380.0,625.0,3.3012764037044127
870.0,5100.0,423.0,380.0,4.7,380.0,775.0,3.156159339725268
390.0,1000.0,8.0,320.0,9.2,380.0,1450.0,3.815318984647197
1030.0,4500.0,108.0,380.0,5.7,380.0,1300.0,3.907654193395996
820.0,4200.0,88.0,380.0,4.7,380.0,925.0,3.8213083936571053
450.0,5000.0,53.0,380.0,8.2,380.0,1450.0,3.083336023264401
330.0,1500.0,88.0,300.0,6.7,380.0,775.0,3.335174767386462
860.0,4100.0,158.0,320.0,9.7,380.0,1125.0,3.4620668994066897
700.0,4900.0,263.0,380.0,6.2,380.0,500.0,3.73210467700698
580.0,1700.0,133.0,340.0,7.7,380.0,550.0,3.301751003172006
1000.0,4900.0,243.0,360.0,10.2,380.0,1225.0,3.6378562656437228
670.0,1900.0,103.0,360.0,7.7,380.0,1425.0,3.0218273271290332
890.0,1400.0,178.0,320.0,9.2,380.0,1000.0,3.252516932536632
930.0,800.0,333.0,380.0,5.2,380.0,1350.0,4.167206743377005
490.0,1300.0,138.0,320.0,8.2,380.0,475.0,2.911571543761652
810.0,4500.0,158.0,340.0,8.2,380.0,1075.0,3.2399035701715295
1040.0,4600.0,443.0,340.0,7.7,380.0,725.0,3.280942810200031
430.0,4800.0,48.0,380.0,7.7,380.0,575.0,3.021976860791256
760.0,4100.0,148.0,360.0,9.2,380.0,1025.0,2.735078295765701
960.0,700.0,148.0,320.0,10.2,380.0,1175.0,3.8143726975295746
760.0,5100.0,68.0,320.0,8.2,380.0,1275.0,3.1191621309394186
750.0,5000.0,223.0,380.0,6.2,380.0,750.0,3.066910219815256
800.0,3500.0,28.0,380.0,10.2,380.0,850.0,3.4588857394715333
960.0,4000.0,48.0,380.0,4.7,380.0,975.0,3.7867800119453667
290.0,1200.0,88.0,380.0,6.2,380.0,850.0,3.5510537587543807
270.0,3800.0,18.0,340.0,7.7,380.0,1375.0,3.2532324286499006
970.0,1000.0,193.0,380.0,5.2,380.0,1250.0,3.9460340596486945
490.0,1600.0,138.0,320.0,9.7,380.0,1325.0,2.8220655920056616
1020.0,1100.0,138.0,320.0,10.2,380.0,1025.0,3.589329149395396
410.0,1700.0,103.0,340.0,8.7,380.0,625.0,3.6465922548317637
800.0,4100.0,43.0,340.0,9.7,380.0,950.0,2.8710465593680814
530.0,1800.0,183.0,360.0,8.2,380.0,475.0,2.8231643429536737
780.0,4700.0,248.0,380.0,4.7,380.0,700.0,3.1925878735470254
960.0,5000.0,113.0,340.0,9.7,380.0,1025.0,3.2491859634217968
800.0,3200.0,38.0,360.0,9.2,380.0,1075.0,2.788991440443079
650.0,4800.0,238.0,380.0,5.2,380.0,1300.0,3.3815867999559894
770.0,3300.0,183.0,360.0,9.2,380.0,1150.0,3.2454009846883785
320.0,2400.0,213.0,380.0,7.7,380.0,1475.0,3.1406569210470527
1000.0,4100.0,358.0,380.0,5.2,380.0,825.0,3.134266655916192
630.0,5200.0,93.0,380.0,5.2,380.0,500.0,3.282940831153898
450.0,3200.0,33.0,320.0,7.7,380.0,1450.0,2.829212101463784
980.0,5100.0,253.0,320.0,8.7,380.0,500.0,2.762528994151579
660.0,1000.0,198.0,320.0,9.7,380.0,1150.0,3.1074113524346583
620.0,1100.0,63.0,300.0,8.2,380.0,550.0,3.2018009338531126
540.0,900.0,48.0,300.0,9.2,380.0,1125.0,3.0343615803374346
960.0,1000.0,233.0,320.0,6.7,380.0,750.0,3.520134506422266
350.0,3600.0,53.0,380.0,5.7,380.0,1250.0,3.3848656524641556
470.0,4800.0,178.0,380.0,6.7,380.0,950.0,3.8487767820216847
530.0,1300.0,93.0,380.0,8.2,380.0,800.0,3.0876613336797067
640.0,2300.0,103.0,320.0,10.2,380.0,1425.0,3.117961215263594
920.0,4200.0,108.0,300.0,9.7,380.0,1425.0,3.201121391792223
990.0,4600.0,443.0,300.0,8.7,380.0,1075.0,3.138824044004144
620.0,4500.0,28.0,380.0,9.2,380.0,1425.0,3.7449247257240748
1000.0,4600.0,363.0,380.0,6.2,380.0,875.0,3.4339501514022355
520.0,2000.0,153.0,380.0,7.7,380.0,525.0,3.0658258098908706
640.0,1700.0,113.0,340.0,9.2,380.0,650.0,3.2650665571676125
